Layer 2
X	Y	Z	Top	Bot	Thick.	
649800.5	3874417.25	266.489998	291.48999	241.490005	49.9999847	
650104.531	3874417.25	265.240005	291.480011	239	52.480011	
650408.594	3874417.25	264.140007	289.640015	238.639999	51.0000153	
650712.625	3874417.25	266.739998	292.73999	240.740005	51.9999847	
651016.656	3874417.25	270.869995	295.869995	245.869995	50	
651320.719	3874417.25	277.959999	302.959991	252.960007	49.9999847	
651624.75	3874417.25	269.829994	294.829987	244.830002	49.9999847	
651928.875	3874417.25	273.140007	298.140015	248.139999	50.0000153	
646152.031	3874038.75	266.390007	291.390015	241.389999	50.0000153	
646456.063	3874038.75	256.829994	281.829987	231.830002	49.9999847	
646760.094	3874038.75	265.230003	290.230011	240.229996	50.0000153	
647064.156	3874038.75	269.220001	294.220001	244.220001	50	
647368.188	3874038.75	279.829994	304.829987	254.830002	49.9999847	
647672.219	3874038.75	283.640015	308.640015	258.640015	50	
647976.25	3874038.75	281.869995	303.369995	260.369995	43	
648280.281	3874038.75	281.160004	302.160004	260.160004	42	
648584.344	3874038.75	280.51001	302.51001	258.51001	44	
648888.375	3874038.75	278.350006	300.850006	255.850006	45	
649192.406	3874038.75	275.239998	297.73999	252.740005	44.9999847	
649496.469	3874038.75	272.25	294.75	249.75	45	
649800.5	3874038.75	268.959999	290.459991	247.460007	42.9999847	
650104.531	3874038.75	267.359993	288.359985	246.360001	41.9999847	
650408.594	3874038.75	268.470001	289.970001	246.970001	43	
650712.625	3874038.75	271.029999	292.529999	249.529999	43	
651016.656	3874038.75	274.899994	295.399994	254.399994	41	
651320.719	3874038.75	277.790001	300.290009	255.289993	45.0000153	
651624.75	3874038.75	276.579994	301.579987	251.580002	49.9999847	
651928.875	3874038.75	276.730003	301.730011	251.729996	50.0000153	
646152.031	3873660.13	264.769997	289.769989	239.770004	49.9999847	
646456.063	3873660.13	270.600006	295.600006	245.600006	50	
646760.094	3873660.13	274.369995	299.369995	249.369995	50	
647064.156	3873660.13	278.579994	303.579987	253.580002	49.9999847	
647368.188	3873660.13	281.75	306.75	256.75	50	
647672.219	3873660.13	282.730011	306.730011	258.730011	48	
647976.25	3873660.13	283.119995	306.619995	259.619995	47	
648280.281	3873660.13	283.480011	307.480011	259.480011	48	
648584.344	3873660.13	282.089996	305.589996	258.589996	47	
648888.375	3873660.13	280.25	303.25	257.25	46	
649192.406	3873660.13	278.299995	300.799988	255.800003	44.9999847	
649496.469	3873660.13	275.630005	296.630005	254.630005	42	
649800.5	3873660.13	274.589996	295.089996	254.089996	41	
650104.531	3873660.13	275.489998	296.48999	254.490005	41.9999847	
650408.594	3873660.13	276.119995	296.119995	256.119995	40	
