Année_hydro,month_fr,P_mm,month_num,month_en,T_C,hydro_year_start,date,I_annual,PET_mm,WB_surplus_mm
1981/82,Sep,0.0,9,Sep,22.7,1981,1981-09-01,85.45203147921131,102.2178171289837,0.0
1981/82,Oct,0.0,10,Oct,20.0,1981,1981-10-01,85.45203147921131,75.63510214242089,0.0
1981/82,Nov,0.0,11,Nov,15.2,1981,1981-11-01,85.45203147921131,39.868703013084755,0.0
1981/82,Dec,0.0,12,Dec,14.2,1981,1981-12-01,85.45203147921131,34.59739606369307,0.0
1981/82,Jan,0.5,1,Jan,11.8,1981,1982-01-01,85.45203147921131,24.988506214013032,0.0
1981/82,Fev,12.95,2,Feb,11.5,1981,1982-02-01,85.45203147921131,23.309228508339967,0.0
1981/82,Mars,7.11,3,Mar,13.6,1981,1982-03-01,85.45203147921131,38.695765422128886,0.0
1981/82,Avr,16.25,4,Apr,14.1,1981,1982-04-01,85.45203147921131,44.024560421801894,0.0
1981/82,Mai,36.84,5,May,17.7,1981,1982-05-01,85.45203147921131,74.96339912370371,0.0
1981/82,Juin,2.28,6,Jun,23.4,1981,1982-06-01,85.45203147921131,127.01219668047194,0.0
1981/82,Juill,1.02,7,Jul,25.7,1981,1982-07-01,85.45203147921131,154.39580945356553,0.0
1981/82,Aout,3.3,8,Aug,25.2,1981,1982-08-01,85.45203147921131,140.3091890424817,0.0
1982/83,Sep,0.76,9,Sep,22.5,1982,1982-09-01,76.90897935948709,103.19659303732853,0.0
1982/83,Oct,24.38,10,Oct,17.2,1982,1982-10-01,76.90897935948709,61.02726812058255,0.0
1982/83,Nov,109.47,11,Nov,13.9,1982,1982-11-01,76.90897935948709,37.364084086793554,72.10591591320645
1982/83,Dec,79.26,12,Dec,9.6,1982,1982-12-01,76.90897935948709,19.487030883353714,59.772969116646294
1982/83,Jan,0.0,1,Jan,8.4,1982,1983-01-01,76.90897935948709,15.845936092626253,0.0
1982/83,Fev,27.3,2,Feb,9.7,1982,1983-02-01,76.90897935948709,19.876557006283367,7.423442993716634
1982/83,Mars,13.0,3,Mar,13.9,1982,1983-03-01,76.90897935948709,44.70844346781396,0.0
1982/83,Avr,28.0,4,Apr,15.4,1982,1983-04-01,76.90897935948709,56.69374302872161,0.0
1982/83,Mai,7.61,5,May,17.6,1982,1983-05-01,76.90897935948709,79.19277091553427,0.0
1982/83,Juin,0.0,6,Jun,22.8,1982,1983-06-01,76.90897935948709,123.8983283245533,0.0
1982/83,Juill,0.25,7,Jul,24.0,1982,1983-07-01,76.90897935948709,137.90557177214765,0.0
1982/83,Aout,0.25,8,Aug,24.0,1982,1983-08-01,76.90897935948709,130.04383317210616,0.0
1983/84,Sep,0.5,9,Sep,24.2,1983,1983-09-01,79.85842795115042,116.39717878456517,0.0
1983/84,Oct,0.0,10,Oct,20.0,1983,1983-10-01,79.85842795115042,77.91975054658441,0.0
1983/84,Nov,16.9,11,Nov,16.4,1983,1983-11-01,79.85842795115042,48.397803812946734,0.0
1983/84,Dec,59.94,12,Dec,11.3,1983,1983-12-01,79.85842795115042,24.639835260057115,35.300164739942886
1983/84,Jan,49.03,1,Jan,9.6,1983,1984-01-01,79.85842795115042,18.87687629633805,30.15312370366195
1983/84,Fev,24.39,2,Feb,10.1,1983,1984-02-01,79.85842795115042,20.226263566250207,4.1637364337497935
1983/84,Mars,22.09,3,Mar,11.6,1983,1984-03-01,79.85842795115042,31.314595301419246,0.0
1983/84,Avr,2.8,4,Apr,16.2,1983,1984-04-01,79.85842795115042,60.23135277457563,0.0
1983/84,Mai,101.85,5,May,15.4,1983,1984-05-01,79.85842795115042,61.105654856010986,40.74434514398901
1983/84,Juin,4.56,6,Jun,20.0,1983,1984-06-01,79.85842795115042,97.37592575274091,0.0
1983/84,Juill,0.0,7,Jul,25.6,1983,1984-07-01,79.85842795115042,153.80504441149637,0.0
1983/84,Aout,0.0,8,Aug,24.0,1983,1984-08-01,79.85842795115042,129.33402400660435,0.0
1984/85,Sep,10.41,9,Sep,23.4,1984,1984-09-01,81.65082133410252,109.19673269926847,0.0
1984/85,Oct,2.03,10,Oct,17.0,1984,1984-10-01,81.65082133410252,57.52721491365644,0.0
1984/85,Nov,65.53,11,Nov,15.2,1984,1984-11-01,81.65082133410252,41.509768901123316,24.020231098876685
1984/85,Dec,5.84,12,Dec,12.2,1984,1984-12-01,81.65082133410252,27.50751458179219,0.0
1984/85,Jan,38.68,1,Jan,9.2,1984,1985-01-01,81.65082133410252,16.893955151788273,21.786044848211727
1984/85,Fev,14.6,2,Feb,13.7,1984,1985-02-01,81.65082133410252,33.99390929227987,0.0
1984/85,Mars,27.68,3,Mar,11.3,1984,1985-03-01,81.65082133410252,29.050240633946682,0.0
1984/85,Avr,28.45,4,Apr,15.8,1984,1985-04-01,81.65082133410252,56.62710194433531,0.0
1984/85,Mai,37.59,5,May,17.0,1984,1985-05-01,81.65082133410252,71.75396604493348,0.0
1984/85,Juin,0.0,6,Jun,22.3,1984,1985-06-01,81.65082133410252,117.45688198274887,0.0
1984/85,Juill,0.0,7,Jul,25.3,1984,1985-07-01,81.65082133410252,150.38505943218678,0.0
1984/85,Aout,0.0,8,Aug,25.5,1984,1985-08-01,81.65082133410252,143.84633294855573,0.0
1985/86,Sep,6.86,9,Sep,23.9,1985,1985-09-01,82.70115532616026,113.22403145153855,0.0
1985/86,Oct,0.0,10,Oct,19.3,1985,1985-10-01,82.70115532616026,71.91801191523642,0.0
1985/86,Nov,31.71,11,Nov,15.9,1985,1985-11-01,82.70115532616026,44.578275748872116,0.0
1985/86,Dec,22.37,12,Dec,11.6,1985,1985-12-01,82.70115532616026,24.700734748322827,0.0
1985/86,Jan,44.21,1,Jan,10.5,1985,1986-01-01,82.70115532616026,21.066351889229654,23.143648110770346
1985/86,Fev,97.79,2,Feb,11.4,1985,1986-02-01,82.70115532616026,23.974163806276394,73.81583619372361
1985/86,Mars,91.19,3,Mar,12.3,1985,1986-03-01,82.70115532616026,33.35444710148675,57.83555289851325
1985/86,Avr,29.98,4,Apr,12.8,1985,1986-04-01,82.70115532616026,38.13514230729658,0.0
1985/86,Mai,5.58,5,May,18.8,1985,1986-05-01,82.70115532616026,85.4992039784564,0.0
1985/86,Juin,1.27,6,Jun,21.1,1985,1986-06-01,82.70115532616026,105.79498784530746,0.0
1985/86,Juill,0.0,7,Jul,25.2,1985,1986-07-01,82.70115532616026,149.16575322373674,0.0
1985/86,Aout,4.07,8,Aug,26.5,1985,1986-08-01,82.70115532616026,154.21599277093043,0.0
1986/87,Sep,20.57,9,Sep,23.0,1986,1986-09-01,81.64711807893771,105.84445311173394,0.0
1986/87,Oct,49.79,10,Oct,19.1,1986,1986-10-01,81.64711807893771,71.0215862565692,0.0
1986/87,Nov,132.08,11,Nov,13.5,1986,1986-11-01,81.64711807893771,33.49574171038317,98.58425828961684
1986/87,Dec,27.17,12,Dec,10.5,1986,1986-12-01,81.64711807893771,20.96940247908936,6.200597520910641
1986/87,Jan,89.17,1,Jan,10.3,1986,1987-01-01,81.64711807893771,20.724790969998217,68.44520903000179
1986/87,Fev,106.16,2,Feb,11.5,1986,1987-02-01,81.64711807893771,24.768600523524288,81.39139947647571
1986/87,Mars,6.1,3,Mar,13.14,1986,1987-03-01,81.64711807893771,38.16725159528781,0.0
1986/87,Avr,105.76,4,Apr,16.8,1986,1987-04-01,81.64711807893771,63.277871839923286,42.48212816007672
1986/87,Mai,19.56,5,May,18.2,1986,1987-05-01,81.64711807893771,81.17909940134035,0.0
1986/87,Juin,0.25,6,Jun,22.3,1986,1987-06-01,81.64711807893771,117.45828980641893,0.0
1986/87,Juill,8.88,7,Jul,24.2,1986,1987-07-01,81.64711807893771,138.76644057180013,0.0
1986/87,Aout,3.81,8,Aug,25.4,1986,1987-08-01,81.64711807893771,142.82790638777496,0.0
1987/88,Sep,6.43,9,Sep,24.4,1987,1987-09-01,85.69230884452806,117.05506123165208,0.0
1987/88,Oct,125.47,10,Oct,19.5,1987,1987-10-01,85.69230884452806,72.01353827650648,53.45646172349352
1987/88,Nov,16.0,11,Nov,14.3,1987,1987-11-01,85.69230884452806,35.44034206285103,0.0
1987/88,Dec,8.64,12,Dec,12.9,1987,1987-12-01,85.69230884452806,28.781346353550802,0.0
1987/88,Jan,53.6,1,Jan,12.1,1987,1988-01-01,85.69230884452806,26.101669931344386,27.498330068655616
1987/88,Fev,31.75,2,Feb,11.1,1987,1988-02-01,85.69230884452806,21.718372832529607,10.031627167470393
1987/88,Mars,3.81,3,Mar,14.0,1987,1988-03-01,85.69230884452806,40.74379225350321,0.0
1987/88,Avr,26.16,4,Apr,16.2,1987,1988-04-01,85.69230884452806,57.03868752373287,0.0
1987/88,Mai,20.57,5,May,18.1,1987,1988-05-01,85.69230884452806,78.04486661648527,0.0
1987/88,Juin,12.2,6,Jun,20.9,1987,1988-06-01,85.69230884452806,102.57142491336214,0.0
1987/88,Juill,1.02,7,Jul,24.9,1987,1988-07-01,85.69230884452806,145.4359254941076,0.0
1987/88,Aout,0.0,8,Aug,26.9,1987,1988-08-01,85.69230884452806,158.66460766506276,0.0
1988/89,Sep,18.28,9,Sep,22.7,1988,1988-09-01,84.56838030456663,102.48343614401915,0.0
1988/89,Oct,16.51,10,Oct,20.0,1988,1988-10-01,84.56838030456663,75.99683036536175,0.0
1988/89,Nov,14.23,11,Nov,15.7,1988,1988-11-01,84.56838030456663,42.75260379053065,0.0
1988/89,Dec,3.05,12,Dec,9.5,1988,1988-12-01,84.56838030456663,16.525708532685606,0.0
1988/89,Jan,20.82,1,Jan,9.8,1988,1989-01-01,84.56838030456663,17.920518724936528,2.899481275063472
1988/89,Fev,41.41,2,Feb,11.7,1988,1989-02-01,84.56838030456663,24.417016128328147,16.99298387167185
1988/89,Mars,107.96,3,Mar,13.4,1988,1989-03-01,84.56838030456663,38.072891280837986,69.887108719162
1988/89,Avr,53.6,4,Apr,14.5,1988,1989-04-01,84.56838030456663,46.884552008687535,6.715447991312466
1988/89,Mai,17.76,5,May,18.0,1988,1989-05-01,84.56838030456663,77.88322823919543,0.0
1988/89,Juin,5.84,6,Jun,21.8,1988,1989-06-01,84.56838030456663,111.52925497912167,0.0
1988/89,Juill,0.51,7,Jul,26.8,1988,1989-07-01,84.56838030456663,167.0232697433523,0.0
1988/89,Aout,6.61,8,Aug,27.8,1988,1989-08-01,84.56838030456663,168.6367978869424,0.0
1989/90,Sep,17.53,9,Sep,23.2,1989,1989-09-01,89.10324568479456,105.51584436257156,0.0
1989/90,Oct,4.57,10,Oct,20.0,1989,1989-10-01,89.10324568479456,74.135616077571,0.0
1989/90,Nov,35.32,11,Nov,16.8,1989,1989-11-01,89.10324568479456,46.58372774689656,0.0
1989/90,Dec,15.25,12,Dec,15.0,1989,1989-12-01,89.10324568479456,36.81868203718868,0.0
1989/90,Jan,95.51,1,Jan,10.1,1989,1990-01-01,89.10324568479456,17.39223818669756,78.11776181330245
1989/90,Fev,1.27,2,Feb,12.9,1989,1990-02-01,89.10324568479456,27.47213647527737,0.0
1989/90,Mars,27.18,3,Mar,14.4,1989,1990-03-01,89.10324568479456,41.240278349578645,0.0
1989/90,Avr,77.21,4,Apr,14.6,1989,1990-04-01,89.10324568479456,45.03529622699516,32.174703773004836
1989/90,Mai,11.8,5,May,18.8,1989,1990-05-01,89.10324568479456,81.93655650476049,0.0
1989/90,Juin,4.82,6,Jun,22.8,1989,1990-06-01,89.10324568479456,119.68832382576359,0.0
1989/90,Juill,2.03,7,Jul,26.1,1989,1990-07-01,89.10324568479456,158.83900707877788,0.0
1989/90,Aout,0.51,8,Aug,26.5,1989,1990-08-01,89.10324568479456,154.30334368916797,0.0
1990/91,Sep,19.07,9,Sep,26.4,1990,1990-09-01,82.70540534119193,135.8178568158075,0.0
1990/91,Oct,7.87,10,Oct,19.2,1990,1990-10-01,82.70540534119193,71.23613299943771,0.0
1990/91,Nov,42.68,11,Nov,14.1,1990,1990-11-01,82.70540534119193,35.782791709123686,6.897208290876314
1990/91,Dec,42.92,12,Dec,10.3,1990,1990-12-01,82.70540534119193,19.87325188780541,23.046748112194592
1990/91,Jan,37.33,1,Jan,8.9,1990,1991-01-01,82.70540534119193,15.568232428583354,21.761767571416645
1990/91,Fev,54.86,2,Feb,10.0,1990,1991-02-01,82.70540534119193,18.864164388522006,35.99583561147799
1990/91,Mars,112.0,3,Mar,12.5,1990,1991-03-01,82.70540534119193,34.350930278604544,77.64906972139545
1990/91,Avr,9.89,4,Apr,13.7,1990,1991-04-01,82.70540534119193,43.17908203500106,0.0
1990/91,Mai,8.13,5,May,16.8,1990,1991-05-01,82.70540534119193,69.59985036668684,0.0
1990/91,Juin,0.0,6,Jun,21.8,1990,1991-06-01,82.70540534119193,112.30027342362531,0.0
1990/91,Juill,0.76,7,Jul,26.1,1990,1991-07-01,82.70540534119193,159.05254139197405,0.0
1990/91,Aout,0.51,8,Aug,27.5,1990,1991-08-01,82.70540534119193,165.02567683369233,0.0
1991/92,Sep,3.55,9,Sep,24.5,1991,1991-09-01,79.5724056791506,119.02159803713991,0.0
1991/92,Oct,35.82,10,Oct,17.3,1991,1991-10-01,79.5724056791506,60.367116319051746,0.0
1991/92,Nov,17.53,11,Nov,13.4,1991,1991-11-01,79.5724056791506,33.932198712940796,0.0
1991/92,Dec,21.85,12,Dec,10.6,1991,1991-12-01,79.5724056791506,22.102161024289384,0.0
1991/92,Jan,4.57,1,Jan,8.9,1991,1992-01-01,79.5724056791506,16.598090990321726,0.0
1991/92,Fev,18.79,2,Feb,10.8,1991,1992-02-01,79.5724056791506,22.890361300801064,0.0
1991/92,Mars,80.54,3,Mar,12.3,1991,1992-03-01,79.5724056791506,34.889518826819334,45.65048117318067
1991/92,Avr,30.24,4,Apr,15.7,1991,1992-04-01,79.5724056791506,57.128600759070835,0.0
1991/92,Mai,47.75,5,May,18.9,1991,1992-05-01,79.5724056791506,88.05983259720793,0.0
1991/92,Juin,55.13,6,Jun,19.5,1991,1992-06-01,79.5724056791506,93.24733182130338,0.0
1991/92,Juill,4.57,7,Jul,24.6,1991,1992-07-01,79.5724056791506,143.35702169808363,0.0
1991/92,Aout,0.25,8,Aug,26.8,1991,1992-08-01,79.5724056791506,157.31826560209112,0.0
1992/93,Sep,1.02,9,Sep,23.0,1992,1992-09-01,79.97669044967748,106.31381927452556,0.0
1992/93,Oct,13.72,10,Oct,17.7,1992,1992-10-01,79.97669044967748,62.66988627365046,0.0
1992/93,Nov,21.34,11,Nov,13.8,1992,1992-11-01,79.97669044967748,35.57147222446336,0.0
1992/93,Dec,14.98,12,Dec,11.7,1992,1992-12-01,79.97669044967748,26.16269078718209,0.0
1992/93,Jan,1.02,1,Jan,8.8,1992,1993-01-01,79.97669044967748,16.135612201863086,0.0
1992/93,Fev,57.65,2,Feb,10.2,1992,1993-02-01,79.97669044967748,20.540130249029097,37.1098697509709
1992/93,Mars,40.13,3,Mar,13.8,1992,1993-03-01,79.97669044967748,42.56347221893891,0.0
1992/93,Avr,33.26,4,Apr,15.4,1992,1993-04-01,79.97669044967748,54.986195068304056,0.0
1992/93,Mai,54.6,5,May,17.5,1992,1993-05-01,79.97669044967748,76.60516356309877,0.0
1992/93,Juin,0.0,6,Jun,21.5,1992,1993-06-01,79.97669044967748,110.66702371175371,0.0
1992/93,Juill,0.0,7,Jul,24.9,1992,1993-07-01,79.97669044967748,146.39692127852527,0.0
1992/93,Aout,257.3,8,Aug,26.2,1992,1993-08-01,79.97669044967748,151.12312034136292,106.17687965863709
1993/94,Sep,7.62,9,Sep,21.1,1993,1993-09-01,84.58679979664701,89.418402936203,0.0
1993/94,Oct,9.15,10,Oct,17.5,1993,1993-10-01,84.58679979664701,59.237130233081864,0.0
1993/94,Nov,72.14,11,Nov,14.3,1993,1993-11-01,84.58679979664701,35.911080390260686,36.228919609739314
1993/94,Dec,8.89,12,Dec,11.1,1993,1993-12-01,84.58679979664701,22.084039835561484,0.0
1993/94,Jan,77.98,1,Jan,10.0,1993,1994-01-01,84.58679979664701,18.602053777513834,59.37794622248617
1993/94,Fev,35.81,2,Feb,11.4,1993,1994-02-01,84.58679979664701,23.25555577486527,12.55444422513473
1993/94,Mars,3.3,3,Mar,13.5,1993,1994-03-01,84.58679979664701,38.59517150602846,0.0
1993/94,Avr,109.99,4,Apr,14.8,1993,1994-04-01,84.58679979664701,48.69946468130902,61.29053531869098
1993/94,Mai,19.56,5,May,19.5,1993,1994-05-01,84.58679979664701,90.41030453539801,0.0
1993/94,Juin,0.0,6,Jun,22.6,1993,1994-06-01,84.58679979664701,119.27540000229354,0.0
1993/94,Juill,4.06,7,Jul,28.2,1993,1994-07-01,84.58679979664701,183.66387635096348,0.0
1993/94,Aout,7.11,8,Aug,27.8,1993,1994-08-01,84.58679979664701,168.63988091990376,0.0
1994/95,Sep,8.65,9,Sep,22.3,1994,1994-09-01,89.81513907186137,97.43048680652728,0.0
1994/95,Oct,13.97,10,Oct,19.6,1994,1994-10-01,89.81513907186137,70.9624622836759,0.0
1994/95,Nov,39.12,11,Nov,15.6,1994,1994-11-01,89.81513907186137,39.99859611699554,0.0
1994/95,Dec,22.62,12,Dec,11.7,1994,1994-12-01,89.81513907186137,22.39101930858749,0.22898069141250943
1994/95,Jan,14.48,1,Jan,10.9,1994,1995-01-01,89.81513907186137,19.930661696218706,0.0
1994/95,Fev,33.53,2,Feb,12.9,1994,1995-02-01,89.81513907186137,27.19026788821889,6.33973211178111
1994/95,Mars,151.38,3,Mar,13.7,1994,1995-03-01,89.81513907186137,37.06138061686082,114.31861938313918
1994/95,Avr,20.07,4,Apr,15.3,1994,1995-04-01,89.81513907186137,48.966432506417,0.0
1994/95,Mai,0.76,5,May,20.0,1994,1995-05-01,89.81513907186137,92.10366515099581,0.0
1994/95,Juin,2.28,6,Jun,27.7,1994,1995-06-01,89.81513907186137,175.23467947671736,0.0
1994/95,Juill,0.0,7,Jul,25.4,1994,1995-07-01,89.81513907186137,150.54301655406283,0.0
1994/95,Aout,0.0,8,Aug,26.3,1994,1995-08-01,89.81513907186137,152.03498280807608,0.0
1995/96,Sep,12.26,9,Sep,21.5,1995,1995-09-01,86.02774527304229,92.0736567812948,0.0
